experiment_id,seed,hospital,aggregation_level,model_family,feature_setting,federated_strategy,latent_dimension,encoder_configuration,fedprox_mu,secure_aggregation,differential_privacy,privacy_epsilon,sample_count,positive_count,negative_count,tp,tn,fp,fn,accuracy,precision,recall,sensitivity,specificity,f1,roc_auc,pr_auc,brier_score,ece,shared_parameter_count,private_parameter_count,communication_per_round,total_communication
local_mlp,123,hospital_3,hospital,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,19,18,1,18,0,1,0,0.9473684210526315,0.9473684210526315,1.0,1.0,0.0,0.972972972972973,0.2777777777777778,0.9358468221664817,0.21662066093237442,0.4077622074829904,4833,0,0,0
local_mlp,123,ALL,macro,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,109,55,54,49,45,9,6,0.8787011996394147,0.8463450292397661,0.8849206349206349,0.8849206349206349,0.5642857142857144,0.8638703219348379,0.7117195767195766,0.9097001371785209,0.14635907561190042,0.213361415178308,4833,0,0,0
local_mlp,123,ALL,sample_weighted,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,109,55,54,49,45,9,6,0.8623853211009175,0.82217125382263,0.8588903451288773,0.8588903451288773,0.8333333333333334,0.8384903399996622,0.8155584680355322,0.9044041878364322,0.12943392598650363,0.16694592855392243,4833,0,0,0
local_xgboost,123,hospital_1,hospital,XGBoost,homogeneous_25,Local,,None,0.0,False,False,,46,21,25,19,21,4,2,0.8695652173913043,0.8260869565217391,0.9047619047619048,0.9047619047619048,0.84,0.8636363636363636,0.9333333333333332,0.9268833117820199,0.10547903093816198,0.1030498665312062,0,0,0,0
local_xgboost,123,hospital_2,hospital,XGBoost,homogeneous_25,Local,,None,0.0,False,False,,44,16,28,14,20,8,2,0.7727272727272727,0.6363636363636364,0.875,0.875,0.7142857142857143,0.7368421052631579,0.9196428571428571,0.8497412649246889,0.12376259835422038,0.18924378756095064,0,0,0,0
local_xgboost,123,hospital_3,hospital,XGBoost,homogeneous_25,Local,,None,0.0,False,False,,19,18,1,17,0,1,1,0.8947368421052632,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.9444444444444444,0.6111111111111112,0.974377350280343,0.12593084841497623,0.2676277019475636,0,0,0,0
local_xgboost,123,ALL,macro,XGBoost,homogeneous_25,Sample_Weighted_Ensemble,,None,0.0,False,False,,109,55,54,50,41,13,5,0.8456764440746135,0.8022983457766065,0.9080687830687829,0.9080687830687829,0.518095238095238,0.848307637781322,0.8213624338624338,0.9170006423290173,0.11839082590245287,0.18664045201324017,0,0,0,0
local_xgboost,123,ALL,sample_weighted,XGBoost,homogeneous_25,Sample_Weighted_Ensemble,,None,0.0,False,False,,109,55,54,50,41,13,5,0.8348623853211009,0.7701325178389399,0.8996650648026795,0.8996650648026795,0.7592592592592593,0.8265391725073039,0.8716397262268822,0.9040221803117958,0.11642454927179538,0.16653162247817452,0,0,0,0
local_alexnet,123,hospital_1,hospital,1D_AlexNet,homogeneous_25,Local,,None,0.0,False,False,,46,21,25,18,21,4,3,0.8478260869565217,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.84,0.8372093023255814,0.9485714285714286,0.9481275815198102,0.09451398970224772,0.11252827144673336,120257,0,0,0
local_alexnet,123,hospital_2,hospital,1D_AlexNet,homogeneous_25,Local,,None,0.0,False,False,,44,16,28,8,24,4,8,0.7272727272727273,0.6666666666666666,0.5,0.5,0.8571428571428571,0.5714285714285714,0.8928571428571428,0.8039813856211168,0.14951700143519178,0.21102459694851533,120257,0,0,0
local_alexnet,123,hospital_3,hospital,1D_AlexNet,homogeneous_25,Local,,None,0.0,False,False,,19,18,1,18,0,1,0,0.9473684210526315,0.9473684210526315,1.0,1.0,0.0,0.972972972972973,0.3888888888888889,0.9518851819548415,0.06684710221325331,0.0865057769574617,120257,0,0,0
local_alexnet,123,ALL,macro,1D_AlexNet,homogeneous_25,Local,,None,0.0,False,False,,109,55,54,44,45,9,11,0.8408224117606268,0.8107389686337054,0.7857142857142857,0.7857142857142857,0.5657142857142857,0.7938702822423753,0.7434391534391535,0.9013313830319228,0.10362603111689761,0.13668621511757012,120257,0,0,0
local_alexnet,123,ALL,sample_weighted,1D_AlexNet,homogeneous_25,Local,,None,0.0,False,False,,109,55,54,44,45,9,11,0.8165137614678899,0.7795385043091465,0.7378768020969855,0.7378768020969855,0.8333333333333334,0.7535868948286273,0.8285219164118247,0.8905951208658937,0.1118943718486573,0.1477522249034512,120257,0,0,0
local_resnet,123,hospital_1,hospital,1D_ResNet,homogeneous_25,Local,,None,0.0,False,False,,46,21,25,18,18,7,3,0.782608695652174,0.72,0.8571428571428571,0.8571428571428571,0.72,0.782608695652174,0.9104761904761903,0.9265929203083016,0.14137842003321735,0.16368938075459522,244065,0,0,0
local_resnet,123,hospital_2,hospital,1D_ResNet,homogeneous_25,Local,,None,0.0,False,False,,44,16,28,13,24,4,3,0.8409090909090909,0.7647058823529411,0.8125,0.8125,0.8571428571428571,0.7878787878787878,0.8883928571428572,0.7951381582825923,0.13923620723268557,0.13738581588999793,244065,0,0,0
local_resnet,123,hospital_3,hospital,1D_ResNet,homogeneous_25,Local,,None,0.0,False,False,,19,18,1,18,0,1,0,0.9473684210526315,0.9473684210526315,1.0,1.0,0.0,0.972972972972973,0.4444444444444444,0.9584438239301502,0.06660623945368502,0.07468515948245398,244065,0,0,0
local_resnet,123,ALL,macro,1D_ResNet,homogeneous_25,Local,,None,0.0,False,False,,109,55,54,49,42,12,6,0.8569620692046321,0.8106914344685242,0.8898809523809524,0.8898809523809524,0.5257142857142857,0.8478201521679782,0.747771164021164,0.8933916341736814,0.11574028890652932,0.12525345204234903,244065,0,0,0
local_resnet,123,ALL,sample_weighted,1D_ResNet,homogeneous_25,Local,,None,0.0,False,False,,109,55,54,49,42,12,6,0.8348623853211009,0.7776794387479761,0.8640235910878111,0.8640235910878111,0.7777777777777778,0.81791883626746,0.8203269258773845,0.8790806050760439,0.12747999072831356,0.13755693067924693,244065,0,0,0
local_mlp,2026,hospital_1,hospital,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,46,21,25,19,21,4,2,0.8695652173913043,0.8260869565217391,0.9047619047619048,0.9047619047619048,0.84,0.8636363636363636,0.96,0.9648108308196031,0.09416860143704882,0.15595773186372675,4833,0,0,0
local_mlp,2026,hospital_2,hospital,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,44,16,28,13,24,4,3,0.8409090909090909,0.7647058823529411,0.8125,0.8125,0.8571428571428571,0.7878787878787878,0.9040178571428572,0.8238830014024354,0.1280905819353427,0.1444570378569717,4833,0,0,0
local_mlp,2026,hospital_3,hospital,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,19,18,1,18,0,1,0,0.9473684210526315,0.9473684210526315,1.0,1.0,0.0,0.972972972972973,0.16666666666666666,0.9131616369812965,0.05287739821376722,0.012069783712688298,4833,0,0,0
local_mlp,2026,ALL,macro,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,109,55,54,50,45,9,5,0.885947576451009,0.8460537533091039,0.9057539682539683,0.9057539682539683,0.5657142857142857,0.8748293748293747,0.6768948412698412,0.900618489734445,0.09171219386205291,0.10416151781112892,4833,0,0,0
local_mlp,2026,ALL,sample_weighted,Heterogeneous_Composite_MLP,heterogeneous_native,Local,32.0,2_Layer_MLP,0.0,False,False,,109,55,54,50,45,9,5,0.8715596330275229,0.8224500809498111,0.8841197029270423,0.8841197029270423,0.8333333333333334,0.8521139989029897,0.7991142420270861,0.8989194622206746,0.10066432878276056,0.1262338644218281,4833,0,0,0
local_xgboost,2026,hospital_1,hospital,XGBoost,homogeneous_25,Local,,None,0.0,False,False,,46,21,25,18,21,4,3,0.8478260869565217,0.8181818181818182,0.8571428571428571,0.8571428571428571,0.84,0.8372093023255814,0.9428571428571428,0.9364413930567919,0.10229776297626439,0.13480344981602999,0,0,0,0
local_xgboost,2026,hospital_2,hospital,XGBoost,homogeneous_25,Local,,None,0.0,False,False,,44,16,28,14,22,6,2,0.8181818181818182,0.7,0.875,0.875,0.7857142857142857,0.7777777777777778,0.9129464285714286,0.8415282735315504,0.12782054828585496,0.18885644457556983,0,0,0,0
local_xgboost,2026,hospital_3,hospital,XGBoost,homogeneous_25,Local,,None,0.0,False,False,,19,18,1,17,0,1,1,0.8947368421052632,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.9444444444444444,0.5833333333333334,0.972136304289297,0.12328988977922868,0.2595002306135077,0,0,0,0
